SQ_CANDIDATO;SG_UF;estrato_final;cluster_final_codigo;perfil_patrimonial_final
250001610258;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610259;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610260;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001610261;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610262;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610263;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610264;SP;Patrimônio intermediário;intermediario_k10_c9;Patrimônio intermediário - rural agropecuário concentrado
250001610265;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001610266;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610267;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610268;SP;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
250001610270;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610271;SP;Ultra-alto patrimônio;ultra_k7_c6;Ultra alto patrimônio - imobiliário misto
250001610272;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001610273;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610274;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001610275;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001610276;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610277;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610278;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610279;SP;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
250001610280;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610281;SP;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
250001610282;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610283;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610284;SP;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
250001610285;SP;Baixo patrimônio;baixo_k8_c7;Baixo patrimônio - dinheiro espécie outros ativos
250001610286;SP;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
250001610288;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610290;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610291;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610293;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610295;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610296;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001610297;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001610298;SP;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
250001610299;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610300;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001610301;SP;Alto patrimônio;alto_k9_c6;Alto patrimônio - imobiliário financeiro
250001610302;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001610303;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001610304;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610305;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001610306;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001610307;SP;Alto patrimônio;alto_k9_c7;Alto patrimônio - imobiliário societário
250001610308;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610309;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610310;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610312;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610313;SP;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
250001610314;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610316;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610319;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001610320;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001610321;SP;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
250001610322;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610323;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001610324;SP;Patrimônio intermediário;intermediario_k10_c3;Patrimônio intermediário - créditos direitos misto
250001610325;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610326;SP;Alto patrimônio;alto_k9_c4;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais concentrado
250001610446;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610447;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610448;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610450;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001610451;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001610453;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610454;SP;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
250001610456;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001610457;SP;Baixo patrimônio;baixo_k8_c3;Baixo patrimônio - financeiro concentrado
250001610458;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610459;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610460;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001610461;SP;Patrimônio intermediário;intermediario_k10_c2;Patrimônio intermediário - imobiliário rural agropecuário
250001610462;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610463;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001610464;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001610466;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610467;SP;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
250001610468;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610470;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610471;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610472;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610474;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610475;SP;Alto patrimônio;alto_k9_c0;Alto patrimônio - veicular imobiliário
250001610476;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610477;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610478;SP;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
250001610479;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001610480;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610481;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610482;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001610483;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610484;SP;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
250001610490;SP;Alto patrimônio;alto_k9_c3;Alto patrimônio - imobiliário rural agropecuário
250001610491;SP;Ultra-alto patrimônio;ultra_k7_c4;Ultra alto patrimônio - imobiliário concentrado
250001610492;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610493;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001610494;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610496;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610497;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610498;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610499;SP;Patrimônio intermediário;intermediario_k10_c0;Patrimônio intermediário - imobiliário concentrado com veicular
250001610500;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610501;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610502;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610503;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001610505;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610507;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610508;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610509;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610510;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610511;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001610512;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001610513;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610514;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610515;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610516;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610517;SP;Baixo patrimônio;baixo_k8_c4;Baixo patrimônio - rural agropecuário veicular
250001610519;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001610520;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610521;SP;Patrimônio intermediário;intermediario_k10_c4;Patrimônio intermediário - societário concentrado
250001610522;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610525;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610526;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610527;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001610528;SP;Patrimônio intermediário;intermediario_k10_c7;Patrimônio intermediário - imobiliário misto
250001610529;SP;Alto patrimônio;alto_k9_c5;Alto patrimônio - financeiro societário
250001610530;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610531;SP;Baixo patrimônio;baixo_k8_c2;Baixo patrimônio - societário concentrado
250001610532;SP;Patrimônio intermediário;intermediario_k10_c1;Patrimônio intermediário - veicular concentrado
250001610533;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610535;SP;Baixo patrimônio;baixo_k8_c1;Baixo patrimônio - imobiliário concentrado
250001610536;SP;Alto patrimônio;alto_k9_c8;Alto patrimônio - imobiliário rural agropecuário financeiro misto mais diversificado
250001610537;SP;Patrimônio intermediário;intermediario_k10_c6;Patrimônio intermediário - imobiliário financeiro
250001610538;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610539;SP;Patrimônio intermediário;intermediario_k10_c8;Patrimônio intermediário - financeiro concentrado
250001610540;SP;Ultra-alto patrimônio;ultra_k7_c2;Ultra alto patrimônio - imobiliário financeiro com societário
250001610580;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610582;SP;Alto patrimônio;alto_k9_c2;Alto patrimônio - imobiliário financeiro créditos direitos misto
250001610643;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610644;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610645;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610646;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610647;SP;Baixo patrimônio;baixo_k8_c0;Baixo patrimônio - veicular concentrado
250001610648;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
250001610649;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610650;SP;Baixo patrimônio;baixo_k8_c6;Baixo patrimônio - veicular financeiro
250001610651;SP;Alto patrimônio;alto_k9_c1;Alto patrimônio - imobiliário concentrado
250001610652;SP;Patrimônio intermediário;intermediario_k10_c5;Patrimônio intermediário - imobiliário concentrado com outros ativos
